English,French
Tom felt safe.,Tom se sentit en sécurité.
Tom felt safe.,Tom s'est senti en sécurité.
Tom felt sick.,Tom se sentit mal à l'aise.
Tom felt weak.,Tom se sentait faible.
Tom felt weak.,Tom s'est senti faible.
Tom felt weak.,Tom se sentait affaibli.
Tom fooled me.,Tom m'a trompé.
Tom fooled me.,Tom m'a berné.
Tom fooled me.,Tom m'a bien eu.
Tom found one.,Tom en a trouvé une.
Tom got fired.,Tom a été renvoyé.
Tom got fired.,Tom a été viré.
Tom got fired.,Tom a été licencié.
Tom got lucky.,Tom a eu de la chance.
Tom got stuck.,Tom est resté coincé.
Tom graduated.,Tom a eu son diplôme.
Tom had a fit.,Tom a piqué une crise.
Tom had a gun.,Tom avait une arme.
Tom had to go.,Tom a dû partir.
Tom has a cow.,Tom a une vache.
Tom has a dog.,Tom a un chien.
Tom has a job.,Tom travaille.
Tom has a son.,Tom a un fils.
Tom has goats.,Tom a des chèvres.
Tom has plans.,Tom a des projets.
Tom has sheep.,Tom a des moutons.
Tom hates you.,Tom te hait.
Tom helped me.,Tom m'aidait.
Tom helped us.,Tom nous aidait.
Tom hesitated.,Tom a hésité.
Tom hesitated.,Tom hésita.
Tom hurt Mary.,Tom offensa Marie.
Tom is OK now.,Thomas est OK maintenant.
Tom is a hero.,Tom est un héros.
Tom is a hick.,Tom est un plouc.
Tom is a monk.,Tom est moine.
Tom is a poet.,Tom est poète.
Tom is afraid.,Tom est apeuré.
Tom is boring.,Tom est ennuyeux.
Tom is buying.,C'est Tom qui paye.
Tom is chubby.,Tom est dodu.
Tom is chubby.,Tom est grassouillet.
Tom is direct.,Tom est direct.
Tom is driven.,Tom est motivé.
Tom is driven.,Tom est déterminé.
Tom is eating.,Tom est en train de manger.
Tom is family.,Tom est de la famille.
Tom is family.,Tom fait partie de la famille.
Tom is guilty.,Tom est coupable.
Tom is heroic.,Tom est héroïque.
Tom is hiding.,Tom se cache.
Tom is humble.,Tom est humble.
Tom is hungry.,Tom a faim.
Tom is in bed.,Tom est au lit.
Tom is insane.,Tom est dérangé.
Tom is joking.,Tom plaisante.
Tom is losing.,Tom est en train de perdre.
Tom is losing.,Tom perd.
Tom is mature.,Tom est mûr.
Tom is mature.,Tom est mature.
Tom is my son.,Tom est mon fils.
Tom is nearby.,Tom n'est pas loin.
Tom is nearby.,Tom est dans les environs.
Tom is nearby.,Tom est à proximité.
Tom is normal.,Tom est normal.
Tom is online.,Tom est en ligne.
Tom is rested.,Tom est reposé.
Tom is ruined.,Tom est ruiné.
Tom is seated.,Tom est assis.
Tom is sexist.,Tom est sexiste.
Tom is skinny.,Tom est maigre.
Tom is somber.,Tom est sombre.
Tom is stable.,Tom est stable.
Tom is stoned.,Tom est défoncé.
Tom is stoned.,Tom est stone.
Tom is strict.,Tom est strict.
Tom is thirty.,Tom a trente ans.
Tom is touchy.,Tom est susceptible.
Tom is touchy.,Tom est sensible.
Tom is touchy.,Tom est délicat.
Tom is trying.,Tom essaie.
Tom is trying.,Tom essaye.
Tom is unhurt.,Tom est indemne.
Tom is unhurt.,Tom n'a pas été blessé.
Tom is unwell.,Tom ne va pas bien.
Tom is upbeat.,Tom est optimiste.
Tom is upbeat.,Tom est plein d'entrain.
Tom is voting.,Tom vote.
Tom is voting.,Tom est en train de voter.
Tom is vulgar.,Tom est vulgaire.
Tom is vulgar.,Tom est grossier.
Tom is wasted.,Tom est soûl.
Tom is wasted.,Tom est saoul.
Tom is winded.,Tom est essoufflé.
Tom is winded.,Tom a le souffle coupé.
Tom joined us.,Tom nous a rejoint.
Tom joined us.,Tom s'est joint à nous.
Tom just came.,Tom vient d'arriver.
Tom just came.,Tom vient juste de venir.
Tom just died.,Tom vient de mourir.
Tom knew this.,Tom le savait.
Tom knows her.,Tom la connaît.
Tom knows him.,Tom le connaît.
Tom knows you.,Tom vous connaît.
Tom knows you.,Tom te connaît.
Tom left Mary.,Tom quitta Marie.
Tom left this.,Tom a laissé ceci.
Tom left town.,Tom a quitté la ville.
Tom let us go.,Tom nous a laissé partir.
Tom let us go.,Tom nous laissa partir.
Tom liked you.,Tom vous aimait bien.
Tom liked you.,Tom t'aimait bien.
Tom liked you.,Tom vous appréciait.
Tom liked you.,Tom t'appréciait.
Tom likes her.,Tom l'aime bien.
Tom likes him.,Tom l'aime bien.
Tom likes tea.,Tom aime le thé.
Tom looked up.,Tom a levé les yeux.
Tom looked up.,Tom leva les yeux.
Tom looks ill.,Tom a l'air malade.
Tom looks mad.,Tom a l'air en colère.
Tom looks mad.,Tom a l'air furieux.
Tom looks mad.,Tom a l'air fou.
Tom looks old.,Tom a l'air vieux.
Tom looks old.,Tom a l'air âgé.
Tom looks sad.,Tom a l'air triste.
Tom lost Mary.,Tom perdit Marie.
Tom lost hope.,Tom a perdu espoir.
Tom loved you.,Tom t'aimait.
Tom loved you.,Tom vous aimait.
Tom loved you.,Tom t'a aimé.
Tom loved you.,Tom vous a aimé.
Tom loves art.,Tom aime l'art.
Tom loves art.,Tom adore l'art.
Tom loves you.,Tom vous aime.
Tom might die.,Tom pourrait mourir.
Tom might die.,Il se pourrait que Tom meure.
Tom might win.,Tom pourrait gagner.
Tom might win.,Il se pourrait que Tom gagne.
Tom misled me.,Tom m'a trompé.
Tom misled me.,Tom m'a induit en erreur.
Tom missed it.,Ça manquait à Tom.
Tom needed us.,Tom avait besoin de nous.
Tom needs you.,Tom a besoin de vous.
Tom needs you.,Tom a besoin de toi.
Tom overdosed.,Tom a fait une overdose.
Tom overslept.,Tom s'est réveillé trop tard.
Tom paid cash.,Tom a payé en liquide.
Tom paid cash.,Tom a payé comptant.
Tom protested.,Tom protestait.
Tom recovered.,Tom se rétablissait.
Tom remarried.,Tom s'est remarié.
Tom remembers.,Tom se souvient.
Tom remembers.,Tom se rappelle.
Tom runs fast.,Tom court vite.
Tom rushed in.,Tom s'est précipité.
Tom rushed in.,Tom s'est empressé d'entrer.
Tom said that.,Tom a dit ça.
Tom sat alone.,Tom était assis seul.
Tom sat still.,Tom est resté immobile.
Tom sat still.,Tom est resté assis sans bouger.
Tom scares me.,Tom me fait peur.
Tom scares me.,Tom m'effraie.
Tom scares me.,Tom m'effraye.
Tom seemed OK.,Tom semblait aller bien.
Tom seemed OK.,Tom avait l'air d'aller bien.
Tom shot Mary.,Tom a tiré sur Mary.
Tom should go.,Tom devrait partir.
Tom shuddered.,Tom a frissonné.
Tom snickered.,Tom a ricané.
Tom staggered.,Tom chancela.
Tom staggered.,Tom vacilla.
Tom stiffened.,Tom s'est raidi.
Tom struggled.,Tom s'est débattu.
Tom succeeded.,Tom a réussi.
Tom tensed up.,Tom s'est crispé.
Tom testified.,Tom a témoigné.
Tom texted me.,Tom m'a envoyé un SMS.
Tom told Mary.,Tom l'a dit à Marie.
Tom took over.,Tom a pris le relais.
Tom took over.,Tom a pris la relève.
Tom trusts me.,Tom a confiance en moi.
Tom trusts me.,Tom me fait confiance.
Tom trusts us.,Tom nous fait confiance.
Tom waited up.,Tom est resté debout.
Tom walked in.,Tom entra.
Tom walked on.,Tom a continué à marcher.
Tom wanted it.,Tom le voulait.
Tom wanted it.,Tom la voulait.
Tom was alive.,Tom était vivant.
Tom was broke.,Tom était fauché.
Tom was broke.,Tom était sans le sou.
Tom was clean.,Tom était propre.
Tom was crazy.,Tom était fou.
Tom was cruel.,Tom était cruel.
Tom was cruel.,Tom a été cruel.
Tom was dirty.,Tom était sale.
Tom was dirty.,Tom était pourri.
Tom was dying.,Tom était en train de mourir.
Tom was fired.,Thomas a été licencié.
Tom was fired.,Tom a été viré.
Tom was frank.,Tom était sincère.
Tom was funny.,Tom était drôle.
Tom was great.,Tom était génial.
Tom was hired.,Tom a été embauché.
Tom was lucky.,Tom a eu de la chance.
Tom was naked.,Tom était nu.
Tom was scary.,Tom était effrayant.
Tom was smart.,Tom était malin.
Tom was sober.,Tom était sobre.
Tom was sweet.,Tom était gentil.
Tom was tense.,Tom était tendu.
Tom was there.,Tom était là.
Tom was there.,Tom y était.
Tom was third.,Tom était troisième.
Tom was third.,Tom a été troisième.
Tom was upset.,Tom était contrarié.
Tom went nuts.,Tom a perdu les pédales.
Tom went nuts.,Tom est devenu fou.
Tom went nuts.,Tom perdait la tête.
Tom went pale.,Tom a pâli.
Tom went west.,Tom est allé à l'ouest.
Tom will cook.,Tom va cuisiner.
Tom will fail.,Tom échouera.
Tom will know.,Tom le saura.
Tom will live.,Tom va vivre.
Tom will lose.,Tom va perdre.
Tom will obey.,Tom obéira.
Tom will quit.,Tom démissionnera.
Tom will stay.,Tom va rester.
Tom will talk.,Tom va parler.
Tom will work.,Tom travaillera.
Tom won't eat.,Tom ne mangera pas.
Tom would cry.,Tom pleurerait.
Tom'll change.,Tom changera.
Tom's adopted.,Tom est adopté.
Tom's amazing.,Tom est incroyable.
Tom's annoyed.,Tom est agacé.
Tom's arrived.,Tom est arrivé.
Tom's choking.,Tom étouffe.
Tom's cooking.,Tom cuisine.
Tom's elderly.,Tom est âgé.
Tom's excited.,Tom est excité.
Tom's excited.,Tom est agité.
Tom's healthy.,Tom est en bonne santé.
Tom's helping.,Tom aide.
Tom's injured.,Tom est blessé.
Tom's married.,Tom est marié.
Tom's packing.,Tom fait ses bagages.
Tom's packing.,Tom fait ses valises.
Tom's serious.,Tom est sérieux.
Tom's smiling.,Tom sourit.
Tom's trapped.,Tom est piégé.
Tom's unarmed.,Tom n’est pas armé.
Tom's unhappy.,Tom est malheureux.
Tom's useless.,Tom est bon à rien.
Tom's violent.,Tom est violent.
Tom's winning.,Tom gagne.
Tom's working.,Tom est en train de travailler.
Tom's working.,Tom travaille.
Tom's worried.,Tom est inquiet.
Tom's wounded.,Tom est blessé.
"Tom, I'm home.","Tom, je suis à la maison."
"Trust me, bro.","Crois-moi, l'ami."
Try this cake.,Essaye ce gâteau.
Try this cake.,Essayez ce gâteau.
Try to resist.,Essaye de résister.
Try to resist.,Essayez de résister.
Try to resist.,Essaie de résister.
Turn the page.,Tourne la page.
Turn the page.,Tournez la page.
Untie the dog.,Détache le chien.
Wait a minute.,Attends une minute.
Wait a minute.,Un instant...
Wait a second.,Attends une seconde !
Wait a second.,Attendez une seconde !
Wait till six.,Attends jusqu'à six heures.
Wait till six.,Attendez jusqu'à six heures.
Wait till six.,Attends jusqu'à dix-huit heures.
Wait till six.,Attendez jusqu'à dix-huit heures.
Wake the kids.,Réveille les enfants.
Wake the kids.,Réveillez les enfants.
Walk this way.,Venez par ici !
Walk this way.,Par ici !
Was I snoring?,Étais-je en train de ronfler ?
Was Tom alone?,Tom était-il seul ?
Was Tom angry?,Tom était-il en colère ?
Was Tom angry?,Tom était-il fâché ?
Was Tom armed?,Tom était-il armé ?
Was Tom fired?,Tom a-t-il été viré ?
Was Tom happy?,Tom était-il heureux ?
Was Tom there?,Tom était-il là ?
Was it a joke?,Était-ce une blague ?
Was that a no?,Était-ce un non ?
Watch TV here.,Regardez la télé ici.
Watch TV here.,Regarde la télé ici.
Watch closely.,Regarde de près !
Watch closely.,Regardez de près !
Watch closely.,Regardez attentivement.
Watch my back.,Surveille mes arrières !
"Water, please.","De l'eau, s'il vous plaît."
"Water, please.","De l'eau, je vous prie."
Wax the floor.,Cirez le plancher.
Wax the floor.,Cire par terre.
We admire Tom.,Nous admirons Tom.
We admire Tom.,"Tom, nous l'admirons."
We admire you.,Nous t'admirons.
We admire you.,Nous vous admirons.
We all agreed.,Nous sommes tous tombés d'accord.
We all agreed.,Nous sommes toutes tombées d'accord.
We all change.,Nous changeons tous.
We all change.,Nous changeons toutes.
We apologized.,Nous nous sommes excusés.
We apologized.,Nous nous sommes excusées.
We apologized.,On s'est excusé.
We are at war.,Nous sommes en guerre.
We are doomed.,Nous sommes condamnés.
We assumed so.,Nous l'avons supposé.
We both snore.,Nous ronflons tous les deux.
We can try it.,Nous pouvons essayer.
We can try it.,Nous pouvons l'essayer.
We can't fail.,Nous ne pouvons pas échouer.
We can't lose.,Nous ne pouvons par perdre.
We caught you.,Nous t'avons attrapé.
We caught you.,Nous t'avons attrapée.
We caught you.,Nous vous avons attrapé.
We caught you.,Nous vous avons attrapés.
We caught you.,Nous vous avons attrapée.
We caught you.,Nous vous avons attrapées.
We could read.,Nous pourrions lire.
We could read.,Nous pouvions lire.
We could wait.,Nous pourrions attendre.
We could walk.,Nous pourrions marcher.
We don't know.,Nous ne savons pas.
We drank beer.,Nous buvions de la bière.
We had a deal.,On avait un accord.
We had a deal.,On avait un marché.
We had a plan.,Nous avions un plan.
We had doubts.,Nous avions des doutes.
We have a car.,Nous avons une voiture.
We have a dog.,Nous avons un chien.
We have plans.,Nous avons des plans.
We have rules.,Nous avons des règles.
We have to go.,Il nous faut partir.
We have to go.,Il nous faut y aller.
We helped Tom.,Nous aidions Tom.
We kept quiet.,Nous restâmes silencieux.
We live there.,Nous vivons là-bas.
We love trees.,Nous aimons les arbres.
We meant well.,Nos intentions étaient bonnes.
We met before.,Nous nous sommes rencontrés auparavant.
We met before.,Nous nous sommes rencontrées auparavant.
We missed you.,Tu nous as manqué.
We missed you.,Vous nous avez manqué.
We must check.,Il nous faut vérifier.
We must focus.,Il nous faut nous focaliser.
We must hurry.,Il nous faut nous dépêcher.
We must leave.,Il faut partir.
We must leave.,Il nous faut partir.
We must speak.,Il nous faut parler.
We must speak.,Il nous faut nous parler.
We need a car.,Nous avons besoin d'une voiture.
We need a car.,Il nous faut une voiture.
We need a map.,Il nous faut une carte.
We need money.,Nous avons besoin d'argent.
We need proof.,Il nous faut des preuves.
We need rules.,Il nous faut des règles.
We need sleep.,Il nous faut du sommeil.
We need to go.,Nous devons y aller.
We need to go.,Nous devons partir.
We need to go.,Il nous faut partir.
We need to go.,Il nous faut y aller.
We need to go.,Il nous faut nous en aller.
We need to go.,Nous devons nous en aller.
We need tools.,Nous avons besoin d'outils.
We need water.,Il nous faut de l'eau.
We need water.,Nous avons besoin d'eau.
We never lose.,Nous ne perdons jamais.
We never swim.,Nous ne nageons jamais.
We never talk.,Nous n'avons jamais parlé.
We opposed it.,Nous nous y sommes opposés.
We prefer Tom.,Nous préférons Tom.
We should eat.,Nous devrions manger.
We take risks.,Nous prenons des risques.
We took a cab.,Nous avons pris un taxi.
We tried that.,On a essayé ça.
We understand.,Nous comprenons.
We want candy.,Nous voulons des bonbons.
We want peace.,Nous voulons la paix.
We want to go.,Nous voulons nous en aller.
We want to go.,Nous voulons y aller.
We wanted Tom.,Nous voulions Tom.
We wanted you.,Nous te voulions.
We wanted you.,Nous vous voulions.
We were alone.,Nous étions seuls.
We were alone.,Nous étions seules.
We were bored.,Nous nous ennuyions.
We were close.,Nous étions proches.
We were lucky.,Nous étions chanceux.
We were right.,Nous avions raison.
We were right.,Nous eûmes raison.
We were there.,Nous y étions.
We were there.,Nous étions là.
We were wrong.,Nous nous trompions.
We will fight.,Nous combattrons.
We wonder why.,On se demande pourquoi.
We'll all die.,Nous mourrons tous !
We'll be here.,Nous serons là.
We'll be late.,On va être en retard.
We'll both go.,Nous irons tous les deux.
We'll explain.,Nous expliquerons.
We'll find it.,On va le trouver.
We'll find it.,On va la trouver.
We'll need it.,Nous en aurons besoin.
We'll prevail.,Nous l'emporterons.
We'll rebuild.,Nous reconstruirons.
We'll respond.,Nous allons répondre.
We'll succeed.,Nous réussirons.
We'll survive.,Nous survivrons.
We'll take it.,Nous le prendrons.
We'll take it.,Nous la prendrons.
We'll take it.,Nous la prenons.
We'll take it.,Nous le prenons.
We'll take it.,Nous l'acceptons.
We'll take it.,Nous acceptons.
We're a group.,Nous formons un groupe.
We're anxious.,Nous sommes anxieux.
We're ashamed.,Nous avons honte.
We're baffled.,Nous sommes perplexes.
We're both OK.,Nous allons bien tous les deux.
We're both OK.,Nous allons bien toutes les deux.
We're buddies.,Nous sommes potes.
We're careful.,Nous sommes prudents.
We're careful.,Nous sommes prudentes.
We're certain.,Nous sommes certains.
We're certain.,Nous sommes certaines.
We're cousins.,On est cousins.
We're cousins.,Nous sommes cousines.
We're dancing.,Nous sommes en train de danser.
We're dieting.,Nous sommes au régime.
We're doctors.,Nous sommes médecins.
We're enemies.,Nous sommes ennemis.
We're enemies.,Nous sommes ennemies.
We're engaged.,Nous sommes fiancés.
We're fasting.,Nous faisons la diète.
We're friends.,Nous sommes amis.
We're friends.,Nous sommes amies.
We're growing.,Nous grandissons.
We're growing.,Nous nous agrandissons.
We're growing.,Nous prenons de l'expansion.
We're in love.,Nous nous aimons.
We're in love.,Nous sommes amoureux.
We're in love.,Nous sommes amoureuses.
We're in luck.,Nous sommes veinards.
We're in luck.,Nous sommes veinardes.
We're in pain.,Nous souffrons.
We're in sync.,Nous sommes synchronisés.
We're in sync.,Nous sommes synchronisées.
We're in town.,Nous sommes en ville.
We're jealous.,Nous sommes jalouses.
We're kidding.,Nous plaisantons.
We're lawyers.,Nous sommes avocats.
We're leaving.,Nous partons.
We're married.,Nous sommes mariés.
We're nervous.,Nous sommes nerveuses.
We're not fit.,Nous ne sommes pas en forme.
We're not mad.,Nous ne sommes pas fous.
We're not mad.,Nous ne sommes pas folles.
We're not old.,Nous ne sommes pas vieux.
We're not old.,Nous ne sommes pas vieilles.
We're on time.,Nous sommes dans les temps.
We're parents.,Nous sommes parents.
